"raw_row_number","date","time","location","lat","lng","geocode_source","beat","district","subject_race","subject_sex","type","violation","citation_issued","outcome","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","raw_race"
"2513724",2019-12-14,15:19:00,"N DURHAM (SB) AND NORTH LOOP WEST, SOUTH SERVICE RD",29.8124460000001,-95.412042,"SU","2A60",2,"white","male","vehicular","(TEXT) USE WIRELESS COMMUNICATION DEVICE TO READ, WRITE OR SEND MESSAGE (INTERSECTION)",TRUE,"citation",NA,NA,"GRY","CHEV","TAHO","White"
"2032857",2018-08-28,00:47:00,"SOUTHWEST FWY, WEST SERVICE RD AND BISSONNET STREET",29.666594,-95.549913,"GM","17E30",17,"white","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"GRY","JEEP","RINA","White"
"283662",2014-06-25,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"unknown","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",87,60,"GRAY","TOYT","CORO","Unknown"
"2215922",2019-02-20,11:52:00,"E T C JESTER AND WEST 34TH",29.8172700000001,-95.444262,"SU","3B30",3,"white","female","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"GRY","VOLKSWAGEN","JETTA","White"
"1526877",2017-05-09,NA,"5800 W 43RD STREET",29.833055,-95.4769364,"GM","3B10",3,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",40,35,"SIL","MAZD","CX9","White"
"2232338",2019-03-07,07:41:00,"MILAM ST (SB) AND FRANKLIN ST",29.7638769,-95.3611065,"GM","1A10",1,"black","female","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BLK","MITS","OUTL","Black"
"1032721|1033252",2016-03-01,NA,"IH 610",29.8132097,-95.374346,"GM","3B50",3,"white","male","vehicular","FAIL TO DRIVE IN DESIGNATED LANE - DISTANCE BETWEEN MILEPOST #.... AND MILEPOST #....|SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",NA,NA,"RED","PTRB","TRK","White"
"879774",2015-10-19,NA,"6900 GULF FWY, WEST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"white","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"RED","NISS","XTER","White"
"353531",2014-08-21,NA,"BELLAIRE BOULEVARD AND FONDREN",29.7050794,-95.5212194,"GM","18F50",18,"black","male","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-DISTANCE BETWEEN STREETS",TRUE,"citation",40,25,"DARKBLUE","VOLK","JETTA","Black"
"2017690",2018-08-13,09:11:00,"W 28TH STREET AND BRINKMAN STREET",29.811823,-95.4148,"GM","2A60",2,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"RED","FORD","FUSI","White"
"2668453",2020-08-26,13:14:00,"SOUTH FWY E SER AND W OREM",29.62755,-95.387238,"SU","16E10",16,"black","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"GRY","FORD","FOCUS","Black"
"2706115",2020-10-21,09:57:00,"W GREENS AND MILLS",29.9515252,-95.5400122,"GM","22B10",22,NA,"female","vehicular","NO TURN SIGNALS - INTERSECTION",TRUE,"citation",NA,NA,"SIL","NISS","ALTI",NA
"195299|196222",2014-05-01,NA,"7100 S GESSNER ROAD",29.703132,-95.538335,"GM","18F60",18,"unknown","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","FORD","E350","Unknown"
"2492689",2019-11-18,20:07:00,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",81,60,"SIL","VOLV","XC60","White"
"1565308",2017-06-10,NA,"FM 1093 AND S BARKER CYPRESS ROAD",29.7095172,-95.6880049,"GM",NA,NA,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",60,50,"SIL","JEEP","GRAN","White"
"1672614|1672751",2017-10-18,NA,"13200 ALIEF CLODINE RD",29.7132442,-95.6124334,"GM","19G30",19,"black","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"WHI","NISSAN","TITAN","Black"
"1249291|1249836",2016-08-24,NA,"IH 610 AND OLD KATY RD",29.7838924,-95.4597006,"GM","5F10",5,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"GRY","DODGE","GRAND CARAVAN","Black"
"265869",2014-06-12,NA,"4600 NORTH FWY",29.8088332,-95.4564442,"GM","3B10",3,"white","female","vehicular","INSPEC. REPAIR AND MAIN. (CFR396 - EXPIRED CMV INSPEC. CERT.;OIL/GREASE LEAKS ON CMV) - 49 CRF",TRUE,"citation",NA,NA,NA,"FREGHTLNER","TT","White"
"151646",2014-04-08,NA,"11900 MAIN",29.6229649,-95.3908157,"GM","16E10",16,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",64,55,"DARKBLUE","DODG","DURA","Black"
"1278121",2016-09-22,NA,"12000 ALMEDA",29.6416695,-95.4096403,"GM","16E20",16,"black","female","vehicular","CHANGING LANES NOT IN SAFETY (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",NA,NA,"BLUE","JEEP","SUV","Black"
"158702|158740",2014-04-12,NA,"100 GULF FWY",29.50419,-95.1131607,"GM",NA,NA,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"GRAY","NISS","ALTIMA",NA
"2673481",2020-09-02,12:55:00,"7400 IH 10",29.7841284,-95.4568588,"GM","5F10",5,"black","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BLK","KIA","FORT","Black"
"737791",2015-06-11,NA,"10600 SILVERSTONE",29.7854528,-95.5485589,"GM","4F10",4,"black","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","DODGE","CARAVAN","Black"
"1090493",2016-04-20,NA,"FEDERAL ROAD AND EAST FWY, NORTH SERVICE RD",29.7709838,-95.2138506,"GM","9C40",9,"white","female","vehicular","IMPROPER LEFT TURN FROM WRONG LANE (INTERSECTION)",TRUE,"citation",NA,NA,"SIL","FORD","ESCA","White"
"2223797",2019-02-27,11:09:00,"US 59 AND E CROSSTIMBERS",29.8284423,-95.3777036,"GM","3B50",3,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"BLK","TOYT","AVAL","White"
"1439585",2017-02-21,NA,"12700 GULF FWY EAST SERVICE ROAD",29.7047677,-95.3003357,"GM","13D10",13,NA,"male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",65,45,"SILVER","TOYOTA","CAMRY",NA
"2426265",2019-09-07,13:16:00,"11400 WESTPARK (WB)",29.7206038460001,-95.573725219,"SU","20G30",20,"asian/pacific islander","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",41,30,"RED","HOND","R","Asian"
"1003122",2016-02-05,NA,"US 90 AND OATES RD",29.7814371,-95.2514524,"GM","9C30",9,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",70,60,"DBL","MERZ","ML35","White"
"1523492",2017-05-05,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"SILVER","CHEVROLET","IMPALA","Black"
"2347003",2019-06-22,15:25:00,"2000 CHIMNEY ROCK N/B",29.7078782,-95.4763766,"GM","17E10",17,NA,"female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",45,30,"BLUE","TOYOTA","CAMRY",NA
"1151105",2016-06-01,NA,"W FM 1960 AND CENTERFIELD BOULEVARD",29.966795,-95.541979,"GM","22B10",22,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",55,40,"GLD","FORD","F250","White"
"2623496",2020-06-18,07:30:00,"IH 10 AND SILBER RD",29.7836506,-95.4679541,"GM","18F10",18,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"BLK","BMW","750L","White"
"1786409",2018-02-08,12:46:00,"12500 ASTORIA BOULEVARD",29.5859344,-95.1989974,"GM","12D40",12,"white","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",41,30,"BLK","CHEVROLET","TAHOE","White"
"1660267",2017-10-03,NA,"3600 EDISON ST",29.7931197,-95.3628437,"GM","2A10",2,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","IMPALA",NA
"610458",2015-03-14,NA,"600 PARKER RD",29.8587559,-95.3691638,"GM","6B10",6,"white","female","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"GOLD","CHEVROLET","BLAZER","White"
"340075|340533",2014-08-11,NA,"8200 LA PORTE FWY, NORTH SERVICE RD",29.7084943,-95.2662178,"GM","11H30",11,NA,"female","vehicular","OPERATION OF A VEHICLE WITH WRONG LICENSE PLATES -SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLACK","HOND","CIVI",NA
"2347621",2019-06-23,16:06:00,"13600 CLAY RD (W\B)",29.831724,-95.5926047,"GM","4F30",4,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",58,45,"SIL","CHEVROLET","SILVERADO",NA
"2361089",2019-07-06,22:16:00,"8024 PARK PLACE",29.6852220000001,-95.27913,"SU","13D20",13,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","CHEVY","TAHOE","Black"
"2584451|2584452",2020-03-15,01:59:00,"900 BAY AREA BLVD",29.5536092,-95.1212617,"GM","12D60",12,"white","female","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"TAN","CHEVROLET","SUBURBAN","White"
"342305",2014-08-12,NA,"US 59 AND KINGWOOD DR",30.0436984,-95.1937629,"GM","24C20",24,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",76,65,"RED","CHEV","CRUZ","White"
"327081",2014-08-01,NA,"9100 BELLAIRE BOULEVARD",29.7050286,-95.543922,"GM","20G10",20,"black","female","vehicular","SPEEDING-CONSTRUCTION ZONE WORKERS PRESENT (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",38,25,"GREEN","BUIC","CENT","Black"
"280537",2014-06-23,NA,"6000 EASTEX  FRWY  HOV",29.7317053,-95.3931235,"GM","1A30",1,NA,"female","vehicular","FAIL TO OBEY TRAFFIC CONTROL DEVICE, TO-WIT: A SIGN BEARING THE LEGEND.",TRUE,"citation",NA,NA,"BLACK","TOYOTA","COROLLA",NA
"364120",2014-09-01,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",79,60,"BURGUNDY","CHEV","EQUI","White"
"1517364",2017-04-30,NA,"9600 WESTHEIMER E.B.",29.7382678,-95.5353847,"GM","18F40",18,"unknown","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",53,35,"BLUE","FORD","THUNDERBIRD","Unknown"
"310073",2014-07-17,NA,"EASTEX FREEWAY EAST SERVICE RD AND LYONS AVE.",29.774383,-95.3407152,"GM","7C10",7,"black","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",54,40,"RED","TOYT","CORO","Black"
"1429245",2017-02-13,NA,"GREENBRIAR DRIVE AND MILFORD STREET",29.7286211,-95.412838,"GM","10H80",10,"white","male","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING /20-DISTANCE BETWEEN STREETS",TRUE,"citation",30,20,"BLK","JEEP","WRANGLER","White"
"713591|713737",2015-05-23,NA,"12400 ASTORIA BLVD",29.5852749,-95.201333,"GM","12D40",12,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",NA,NA,"WHITE","HONDA","CIVIC",NA
"1590773|1590968",2017-07-05,NA,"4900 WESTPARK",29.726321,-95.4594303,"GM","1A50",1,NA,"female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","CHRYSLER","300",NA
"1754630",2018-01-12,10:08:00,"100 S US 59 FWY (S/B)",29.7524064,-95.3563521,"GM","1A10",1,NA,"female","vehicular","FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE LANE/SINGLE BLK - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","CHRYSLER","200",NA
"925913",2015-11-30,NA,"W BELLFORT AVE AND S GESSNER ROAD",29.6556068,-95.5280869,"GM","17E40",17,"black","female","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"SIL","HOND","ACCO","Black"
"2428767",2019-09-10,07:25:00,"5700 W AIRPORT BLVD",29.6446489,-95.4861589,"GM","15E20",15,"white","female","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING.../20 DIST BETWEEN BLOCKS",TRUE,"citation",38,20,"BLUE","CHEVROLET","TRAVERSE","White"
"2468726|2468728",2019-10-23,11:11:00,"8800 BRAESWOOD BLVD",29.672451,-95.5317105,"SU","17E30",17,"black","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GRAY","GEN","G80","Black"
"1016450|1017459",2016-02-16,NA,"400 EAST LP N",29.8133749,-95.3670304,"GM","2A20",2,"black","male","vehicular","(HEADLAMPS/TAILLAMPS/LAMPS ON PROJECTING LOAD STOP/TURN SIGNAL) NOT OPERATING - SINGLE BLOCK|VIOLATING A COMMERCIAL MOTOR VEHICLE RULE, TO-WIT:DEFECTIVE STOP LIGHTS 49 C.F.R. 393.25(F)",TRUE,"citation",NA,NA,NA,"PETERBILT","TT","Black"
"1962657|1962658",2018-06-27,16:51:00,"7500 S. KIRKWOOD",29.6965986,-95.5882733,"GM","19G20",19,NA,"female","vehicular","OPERATE MOTOR VEHICLE & VIOLATE CODE B RESTRICTION ON DRIVERS LICENSE (SINGLE BLOCK)|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLACK","HONDA","ACCORD",NA
"1801023",2018-02-20,03:07:00,NA,NA,NA,NA,NA,NA,"black","female","vehicular","FAILURE TO NOTIFY DPS OF CHANGE OF ADDRESS WITHIN 30 DAYS",TRUE,"citation",NA,NA,"GRY","MAZDA","6","Black"
"2415536",2019-08-28,10:20:00,"LOCKWOOD DR AND CLINTON",29.7637224,-95.315585,"GM","7C10",7,NA,"female","vehicular","FAIL TO DRIVE IN DESIGNATED LANE  (INTERSECTION) ACCIDENT",TRUE,"citation",NA,NA,"RED","DODGE","4D",NA
"2081214",2018-10-10,16:05:00,"I 69",29.7524064,-95.3563521,"GM","1A10",1,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",83,65,"BLK","DODGE","RAM","White"
"524520",2015-01-07,NA,"7400 EASTEX FWY SER E",29.9156633,-95.308223,"GM",NA,NA,"white","male","vehicular","BRAKE SYSTEM (AIR LEAKS IN BRAKING SYSTEM; DEFECTIVE BRAKE LINING, ETC.) 49 C.F.R...",TRUE,"citation",NA,NA,NA,"FREGHTLNER","TT","White"
"619796",2015-03-20,NA,"IH 45 AND WEST ROAD",29.915727,-95.413572,"GM",NA,NA,"unknown","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",69,60,"BLACK","CHEV","SUBU","Unknown"
"1344272",2016-11-22,NA,"22600 EASTEX FWY SERV RD",30.0387423,-95.2547548,"GM","24C50",24,"white","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","INFINITI","QX56","White"
"2112846",2018-11-10,15:47:00,"2000 CHIMNEY ROCK ROAD",29.7449766,-95.477212,"GM","18F30",18,"white","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",41,30,"WHI","LEXS","GX 4","White"
"2420602|2420603|2420604",2019-09-03,00:26:00,"6000 WESTHEIMER",29.738367,-95.48762,"GM","18F30",18,"black","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLK","AUDI","A6","Black"
"2240080",2019-03-14,11:00:00,"W LOOP S, EAST SERVICE RD AND US 90",29.7766080000001,-95.2577505,"SU","9C30",9,"black","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BLU","FORD","FUSION","Black"
"234360",2014-05-23,NA,"US 59 AND BENNINGTON",29.8215364,-95.3752702,"GM","3B50",3,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"BLACK","JEEP","GRAN","White"
"987996",2016-01-25,NA,"2400 WILDE ROCK WAY",29.813804,-95.4413545,"GM","3B30",3,"white","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"GREEN","TOYOTA","CAMRY","White"
"1571105",2017-06-15,NA,"8900 S KIRKWOOD",29.6792877,-95.5874765,"GM","19G40",19,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",48,35,"WHITE","TOYOTA","TUNDRA","White"
"1561810",2017-06-07,NA,"800 FANNIN",29.7579222,-95.3628709,"GM","1A10",1,"white","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"SILVER","ACURA","TLS","White"
"1128415",2016-05-17,NA,"3700 HARDY AIRPORT CONNECTOR HARDY TWY",29.8768492,-95.367244,"GM","6B10",6,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",67,45,"BLU","CHEV","MALI","White"
"1433237",2017-02-15,NA,"10600 BELLAIRE BOULEVARD",29.7048933,-95.5669376,"GM","19G20",19,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",45,35,"GRY","DODGE","RAM","White"
"1524313|1524856|1524857",2017-05-07,NA,"4000 WILCREST DR",29.7166293,-95.5719874,"GM","19G20",19,"white","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"RED","FORD","MUSTANG","White"
"1579926",2017-06-22,NA,"9700 W AIRPORT BLVD",29.6416126,-95.5504626,"GM","17E30",17,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",42,30,"RED","FORD","F150","White"
"982730",2016-01-21,NA,"2500 CHIMNEY ROCK RD",29.7397427,-95.4771211,"GM","18F30",18,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",42,30,"SIL","LEXS","ES 3","White"
"2137400|2137401|2137402",2018-12-07,18:40:00,NA,NA,NA,NA,NA,NA,NA,"male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE|NO OPER. DRIVERS LICENSE (ACCIDENT)  NO VALID TEXAS DRIVERS LICENSE_(ACCIDENT)|FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"SILVER","CADILLAC","CTS",NA
"2030126",2018-08-25,06:38:00,"4200 GULF FWY, WEST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,40,"GRY","FORD","FIESTA","Black"
"230679|231431",2014-05-21,NA,"6900 GULF FWY",29.6948385,-95.2885018,"GM","13D10",13,"white","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"SILVER","PONT","GRANDAM","White"
"2672106",2020-09-01,07:49:00,"800 TC JESTER",29.7866574,-95.4168513,"GM","2A60",2,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"GRY","BMW","M3","White"
"1601819",2017-07-16,NA,"LANCASTER (S/B) AND MCHENRY",29.6878464,-95.2987631,"GM","13D10",13,NA,"male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"MAROON","DODGE","DART",NA
"501921",2014-12-14,NA,"IH 10 (WB) AND DAIRY ASHFORD",29.7839637,-95.6073259,"GM","20G60",20,NA,"male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",85,60,"SILVER","HOND","ACC",NA
"849190",2015-09-22,NA,"8300 GULF FWY, WEST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"black","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",45,40,"BRO","MERZ","ML35","Black"
"2566291|2566292",2020-02-21,22:40:00,"7100 SOUTHWEST FWY WEST SERVICE RD",29.8217597,-95.3346331,"GM","8C10",8,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","TOYOTA","TUNDRA",NA
"1018192",2016-02-17,NA,"4800 BURKETT",29.7184187,-95.3617119,"GM","10H60",10,"black","male","vehicular","RUNNING A STOP SIGN (SINGLE BLOCK)",TRUE,"citation",NA,NA,"MAROON","HONDA","PILOT","Black"
"1338138|1339086|1339190",2016-11-17,NA,"6000 S GESSNER DR",29.6898051,-95.5337286,"GM","18F60",18,"white","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|NO VALID DRIVER'S LICENSE - SINGLE BLOCK|DEFECTIVE EQUIPMENT.",TRUE,"citation",NA,NA,"WHITE","VOLKSWAGEN","JETTA","White"
"532726",2015-01-14,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",75,60,"WHITE","HUMM","H2","Black"
"744741",2015-06-17,NA,"GELLHORN AND NORTH LOOP EAST, SOUTH SERVICE RD",29.7843129,-95.2652488,"GM","9C20",9,"white","male","vehicular","SEATS/SEAT BELT ASSEMBLIES / SEAT BELT ASSEMBLY ANCHORAGESCOMMERCIAL VEHICLE//INTERSECTION",TRUE,"citation",NA,60,"BLU","FREI","BUCK","White"
"682539",2015-05-01,NA,"8900 WESTHEIMER",29.737774,-95.521625,"GM","18F40",18,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",59,35,"BLUE","FORD","FLEX","White"
"33923",2014-01-25,NA,"13600 CLAY ROAD",29.831724,-95.5926047,"GM","4F30",4,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",60,45,"BLACK","CHEV","SILV","White"
"44679|45015|45507",2014-02-03,NA,"7500 HARRISBURG",29.7322118,-95.29214,"GM","11H10",11,"white","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|NO VEHICLE INSPECTION STICKER",TRUE,"citation",NA,NA,"GRAY","TOYOTA","SOLARA","White"
"362484",2014-08-29,NA,"EASTEX FREEWAY AND LANGLEY ROAD",29.8665356,-95.331581,"GM",NA,NA,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",71,60,"BLACK","CHEV","CAMA","White"
"2138997",2018-12-10,07:48:00,"SCOTT STREET AND BLOOMFIELD STREET",29.649168,-95.368572,"SU","14D20",14,"white","male","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING /20-DISTANCE BETWEEN STREETS",TRUE,"citation",25,20,"BLK","DODGE","JOUR","White"
"198713",2014-05-03,NA,"7800 MYKAWA",29.66156,-95.3169456,"GM","14D30",14,NA,"female","vehicular","NO VEHICLE INSPECTION STICKER",TRUE,"citation",NA,NA,"TAN","CHEVY","TAHOE",NA
"1621438|1621935",2017-08-05,NA,"11000 EAST FWY",29.7741128,-95.2362137,"GM","9C30",9,NA,NA,"vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"SILVER","CHEVROLET","MALIBU",NA
"1434557",2017-02-16,NA,"7500 EASTEX FWY, WEST SERVICE RD",29.8272258,-95.3342013,"GM","7C30",7,"white","male","vehicular","BED CARRYING LOOSE MATERIAL NOT COMPLETELY ENCLOSED (COVERED)",TRUE,"citation",NA,NA,"YEL","MACK","DUMP","White"
"1167020",2016-06-11,NA,"RAMPART ST AND BELLAIRE BLVD",29.7054223,-95.4888053,"GM","17E10",17,"black","male","vehicular","FAIL TO SIGNAL FOR TURN (INTERSECTION)",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","TAHOE","Black"
